active_weeks,target_variable,total_volume,trader_activity_status,trader_volume_status,trader_weekly_frequency_status,tx_count_365d,wallet
2,Bad Trader,36.65145144060622,Regular User,Low Value Trader,Just there,6,0x2f703d6f54da8b85ee37d7968713244430ef1df9
20,Good Trader,400.4273386169199,Frequent User,Middle Value Trader,OG,141,0xc95f3db1bd00f12b334c98c1713476d91338cb67
4,Good Trader,192.13097716987,Frequent User,Middle Value Trader,OG,13,0x99a2fb48470290b41eda93e8ee093fcb0e606a47
11,Good Trader,11516.558514242106,Frequent User,Middle Value Trader,OG,37,0xbf1aa007fca8231ff1d8d737de11038955f51e64
36,Good Trader,351817.6672181104,Frequent User,High Value Trader,OG,77,0x0f075a28ac0a8c2b271ae272d973790c87eaebd3
8,Good Trader,225.6216329583295,Regular User,Middle Value Trader,OG,9,0xc5d4a8ecc81291b75a5978e2e178f8585ae50861
1,Bad Trader,1.936885,Occasional User,Low Value Trader,Unserious,1,0x8da4f36e90e7be8379348f3637d54efa2aad070c
3,Good Trader,5456.14251660594,Regular User,Middle Value Trader,OG,3,0x921f3f6c2aa3d79a2187813636001b8afa3107db
1,Bad Trader,13.3612525332,Regular User,Low Value Trader,Unserious,3,0xe07eb63ca14105d2714d5c44db160f2ad1276854
1,Bad Trader,116.23246288758592,Regular User,Middle Value Trader,Unserious,2,0x57591332a680c9202cbbbfdcb14bb803d4d8dc77
4,Good Trader,345.3160682604193,Regular User,Middle Value Trader,OG,4,0x9b113d6ef928865e33d6436f8bf70952be928fd3
6,Good Trader,18572.56965386765,Frequent User,Middle Value Trader,OG,16,0x3008aacfd7df7afc70a0e59e121cf0750672241b
5,Good Trader,116.2131,Frequent User,Middle Value Trader,OG,10,0x68237905535e1f5bafcfe2f79e8f7f7c331b0de7
27,Good Trader,263.41636,Frequent User,Middle Value Trader,OG,45,0xeccb8994d5a398d4023b8404df0d280264d90c17
2,Bad Trader,1.7857275515344728,Regular User,Low Value Trader,Just there,2,0x86f3456aeaf20477dc5492037246d77bd87851cb
23,Good Trader,11474.002192231092,Frequent User,Middle Value Trader,OG,336,0x1669ae77d5cb9ba026d2969d5a232b167f1df782
17,Good Trader,32491.23126547277,Frequent User,Middle Value Trader,OG,33,0xcebd349f6ced9716e5be3371facbe13d6dcf7320
2,Bad Trader,1.6854191929795628,Regular User,Low Value Trader,Just there,5,0xd45cd870854b81c05d428b3c278884fc53734c51
1,Bad Trader,53.330148226596194,Occasional User,Low Value Trader,Unserious,1,0xd976b0ee8996d50a287df1596afa58b0e5d3d257
1,Bad Trader,601.2526357766659,Occasional User,Middle Value Trader,Unserious,1,0x804a5c3fe948cf16bcde52c00744b314d46312e2
15,Good Trader,1571.942715859127,Frequent User,Middle Value Trader,OG,18,0x9dfd3269eae8c8a14d1fba36132995c2da0e2f34
5,Good Trader,186.3954565337393,Frequent User,Middle Value Trader,OG,10,0x45e05398d9b7e33e1e7be0887e0af8d8dfc97409
2,Bad Trader,58.10655,Frequent User,Low Value Trader,Just there,10,0x610f20810b335153ca91f64b17e5b2146046d533
2,Good Trader,3244.39171547368,Regular User,Middle Value Trader,Just there,6,0xad27c091377575fba888587b0b0e5ba1e7ded87f
20,Good Trader,16181.592309457576,Frequent User,Middle Value Trader,OG,37,0xee81b05865d9b1430df215240336cbc2105ff049
3,Bad Trader,34.49689299099143,Regular User,Low Value Trader,OG,4,0x5d53ee69c5aebca423d6ab3133b2723770c109d4
1,Bad Trader,5.423278,Regular User,Low Value Trader,Unserious,8,0xcf7762e58bee3640f5ecff9b16c9a49075486132
1,Bad Trader,774.754,Occasional User,Middle Value Trader,Unserious,1,0x36162b44ff4f8c8bcd53a04ba7649e9e54bf55d2
36,Good Trader,26830.53330177602,Frequent User,Middle Value Trader,OG,147,0x4c230237ea84618fb7317334bb0e43e480e2f1d2
1,Bad Trader,1169.4650584217145,Occasional User,Middle Value Trader,Unserious,1,0x2e4c3d0d77df0b00efc4cf6e5c60646ce7cf5292
4,Good Trader,174.9378549489594,Regular User,Middle Value Trader,OG,9,0x7555ff6ae72edbea42e5d5d1ea5451bb6425ad50
3,Good Trader,377.300641106955,Regular User,Middle Value Trader,OG,4,0xc50a2aefbf758776252209367f86412e0c60f9a7
2,Good Trader,14402.67686,Frequent User,Middle Value Trader,Just there,19,0x3062ae44aaf855d1ce68c22fdf7b0be222bf5dd8
25,Good Trader,748.3348885999999,Frequent User,Middle Value Trader,OG,87,0xe73d5521eb3ee60e84ba43b3574a2ef6b4dab918
1,Bad Trader,30.23851633889077,Regular User,Low Value Trader,Unserious,2,0xca9876489b550b90e5ff6eb7571be8ebdd3951ed
9,Good Trader,770.8802300000001,Frequent User,Middle Value Trader,OG,19,0xdb8aa7376b32973a72a0a1ad5eacbd3826ec9265
1,Bad Trader,0.0966155779324873,Occasional User,Low Value Trader,Unserious,1,0xd9ec6c57e0f314713ad71b02a7a980964f3dcf93
8,Bad Trader,15.259644693982032,Frequent User,Low Value Trader,OG,12,0x0879927bd66fa81b7d7b3e1285fd49e8f8e68daa
8,Good Trader,1226.819192272182,Frequent User,Middle Value Trader,OG,61,0xc475e832d9f7f06fe53cb8c9300f69b7fbb13e21
11,Good Trader,276396.71932389244,Frequent User,High Value Trader,OG,30,0x18ee29f7f0e5158102b1c8b2e6b4b98a62b91d77
7,Good Trader,2667.9137326718487,Frequent User,Middle Value Trader,OG,11,0xb6142b03fceba5010aad600620a7a266c00385f8
6,Good Trader,12171.019715976754,Frequent User,Middle Value Trader,OG,20,0x7173aa62b0b7a8cb52c0e75810538f1fabe9ff22
1,Bad Trader,35.17804061615791,Occasional User,Low Value Trader,Unserious,1,0x118c4ea966717a907ce83ca40236aa923df83469
20,Bad Trader,1.936885,Frequent User,Low Value Trader,OG,47,0xaff25d24eb3349cce8387cf29de3f63b80bf508f
14,Good Trader,30341.752578441643,Frequent User,Middle Value Trader,OG,17,0xc9ff1fa7d5b28b1a9574da7c3571fa537c6d2a11
1,Bad Trader,2025.9724516897,Occasional User,Middle Value Trader,Unserious,1,0x8e8dcb8580f973367acb32b05b18df5b5e88c019
4,Good Trader,829.877746712623,Frequent User,Middle Value Trader,OG,17,0x3fb15e1e937b4482378a49d764bf77a04a1032c3
2,Good Trader,7747.54,Regular User,Middle Value Trader,Just there,2,0x405c0fcc4bebec2dc56f57cd6fa39833f5a3c5d7
2,Good Trader,1983.37024,Regular User,Middle Value Trader,Just there,6,0x3d7f22f2a3d6b04d81d88bfd920360c18eb40bfe
2,Good Trader,377.0212823864381,Regular User,Middle Value Trader,Just there,5,0xbcf7c46f1753415050c9403fc622cfb48334095e
7,Good Trader,26901.926700401727,Frequent User,Middle Value Trader,OG,17,0xfd64cd655abfaba066e000fe1f62398ff982d0e6
1,Bad Trader,1.2329097963577549,Regular User,Low Value Trader,Unserious,3,0xcb74467d56e05d4b81002887b16577165648b4ed
1,Bad Trader,16.386047100000003,Occasional User,Low Value Trader,Unserious,1,0xd8c00ce47f3961e1150a5cafbbf42521b417fd45
3,Good Trader,123.75102819538291,Regular User,Middle Value Trader,OG,4,0xaa4531c4d9554db56fc257d2bc826f98ad3da38e
19,Good Trader,12683.553753529875,Frequent User,Middle Value Trader,OG,33,0xf2a57b7a065c285d7176eede1ac15ed0985da1df
2,Bad Trader,5.3673266043811685,Regular User,Low Value Trader,Just there,3,0x4ef0bf07e8b698c2c8033de392ff270b7fdbd14b
4,Good Trader,2077.019250933117,Frequent User,Middle Value Trader,OG,11,0x530285998a5f5297d0c1225d0465e2358451db3e
23,Good Trader,5453.082344480474,Frequent User,Middle Value Trader,OG,123,0x27a93a4697695ea04688a0c7bfd5eb9fae976f84
1,Bad Trader,6.331641004045886,Occasional User,Low Value Trader,Unserious,1,0xccc02a0f48f9d0e30d2ae378e8bbb2f83f0bfa87
22,Good Trader,45903.00782160336,Frequent User,Middle Value Trader,OG,120,0xabf9e45c28376c5b504f802abde5c6a8e962405b
19,Good Trader,4002650.3279,Frequent User,High Value Trader,OG,33,0x47d766b2d229d0323f36660fa9447bedaf6d9946
12,Good Trader,149212.116328716,Frequent User,High Value Trader,OG,48,0x621218291d665d8aa8977228110e77fc4b403889
1,Bad Trader,6.052881275641465,Regular User,Low Value Trader,Unserious,2,0x110fbc30eeafc31fbbd42d025accccab069bac96
28,Good Trader,763251.9478087613,Frequent User,High Value Trader,OG,106,0x411631e14ddf18382a77f2c12e84fcef8b6fe68f
2,Good Trader,108.70188708639,Regular User,Middle Value Trader,Just there,2,0xdab2f1740e29b7a20341aff6fc0099877fc39357
7,Good Trader,2157.302513,Frequent User,Middle Value Trader,OG,19,0x2f2519c3d329b87c744ff449c6a901a0fdaa82f1
1,Bad Trader,16.82834298937757,Regular User,Low Value Trader,Unserious,4,0x535a76203984ee48e5c1bab9d7e51b9e7832d72c
4,Good Trader,3063.808009723764,Frequent User,Middle Value Trader,OG,52,0x811dc5bb77c2e7ba9abc98606ea11858d7264906
7,Good Trader,602.1349350300001,Frequent User,Middle Value Trader,OG,15,0x91dd6afcb1b0c9f192cc22aedef2e842b72103e2
1,Bad Trader,568.0351240019894,Occasional User,Middle Value Trader,Unserious,1,0xf7a0d6da0bad8ced671f3ef071bd8da3a2c3c1ce
10,Good Trader,81.03180436805548,Frequent User,Middle Value Trader,OG,23,0x38d03556a928acc7b855d28417849f06338f5d10
1,Bad Trader,11.540988448659878,Regular User,Low Value Trader,Unserious,2,0x452f10e718386c1aa7944f68f1454e3ddb387245
1,Bad Trader,2.5156176769683,Occasional User,Low Value Trader,Unserious,1,0x13f703d2c594c96f4e7e698fad590d1d8acc4251
1,Bad Trader,67.9157575276608,Occasional User,Low Value Trader,Unserious,1,0x167e3e338e77de9c3a829af812b3a880048021c8
1,Bad Trader,12.21150144036387,Occasional User,Low Value Trader,Unserious,1,0x74242b9125efc19209b3b9b054832b67cd9ab074
6,Good Trader,642.6620597504044,Frequent User,Middle Value Trader,OG,19,0x4e1851c14d17accecf0b20e356c5e386e7db7c8f
1,Bad Trader,747.63761,Regular User,Middle Value Trader,Unserious,7,0x8d4169ab28c22a3256d1cabe0685556878068d1f
1,Bad Trader,974.5630566,Occasional User,Middle Value Trader,Unserious,1,0xc267a9edd1cfa36ee8acd4e03452b27de184574b
13,Good Trader,7385.278849088599,Frequent User,Middle Value Trader,OG,16,0xa4207e0af387e8bc897cd3d2b801290d32efd004
6,Good Trader,325872.8242071238,Frequent User,High Value Trader,OG,16,0x61ac375c21f45bacae8200526abac76b6cf46bc7
6,Bad Trader,15.99632579157448,Regular User,Low Value Trader,OG,8,0x4bd96cc0512218421f46c622886726b10e7d33b4
2,Bad Trader,0.05035901,Regular User,Low Value Trader,Just there,5,0xf3286da38727914d2824c1f22d8d6f70ad10d6e0
7,Good Trader,87.93931674736801,Regular User,Middle Value Trader,OG,9,0xaf73240d97351ffd07698464e44c2dd9f9c20770
1,Bad Trader,8.377227521029353,Occasional User,Low Value Trader,Unserious,1,0x7a6e2b8d72291439d993eda4b6633c29c654d71f
4,Good Trader,1167.232620842609,Regular User,Middle Value Trader,OG,4,0xfc8a025b85fe64ae6a150215a905b14c0c6ecdbd
3,Good Trader,1797.42928,Regular User,Middle Value Trader,OG,4,0x4244811f6f3153b33ded5360447c9cdb3602e940
1,Bad Trader,4.886621571389137,Regular User,Low Value Trader,Unserious,3,0x9efa2f88f809db9e82def58c390f2407e80caff4
10,Good Trader,1092.6285749780766,Frequent User,Middle Value Trader,OG,23,0xc2c9cef67f6d65660d2a6b49b80c2fb561d1f079
17,Good Trader,359423.52406371664,Frequent User,High Value Trader,OG,157,0xde69d1693f4ba56674fe83b28512067cb78c870a
6,Good Trader,1738.9591766855,Regular User,Middle Value Trader,OG,6,0x44869be055558089f9aa9ead534456d6b62a501a
5,Good Trader,1928.0983450234407,Regular User,Middle Value Trader,OG,8,0x683979d7c46feace87c95a85c37066d17c3f0989
17,Good Trader,103.1434765280298,Frequent User,Middle Value Trader,OG,60,0x05d7a30091e082923f0787a03e555e37f01726ab
12,Good Trader,417.1541491598316,Frequent User,Middle Value Trader,OG,38,0x8bfbb4b8ab59ed53cb5fda2c60a72f95cc81d9cf
27,Good Trader,271.26128126085786,Frequent User,Middle Value Trader,OG,73,0x446ecabb52f1d8c4f511ef8f9f3836711a0f1930
1,Bad Trader,22.36588894693774,Regular User,Low Value Trader,Unserious,2,0x78211aae270c15e9eb8cb73dfae61b9dcfb4393b
15,Good Trader,72856.96030669045,Frequent User,High Value Trader,OG,603,0xa27a9ecb53a8505b74e84532f711c0cce35faded
5,Bad Trader,37.6143067,Regular User,Low Value Trader,OG,8,0x02170d140c843646d4802f6e65f9236baccc2f70
1,Bad Trader,32.11712778062825,Occasional User,Low Value Trader,Unserious,1,0xd05194aad89853bdf7bc7359df18e7251beedac3
1,Bad Trader,406.8187930891,Occasional User,Middle Value Trader,Unserious,1,0x13bf1fa3da041b74fbc5e0d6ea106768c36f5f53
4,Bad Trader,39.01661144,Regular User,Low Value Trader,OG,9,0x5563daa838b22678cfc98afcc45f3ddfe860331d
1,Bad Trader,47.34912227628725,Occasional User,Low Value Trader,Unserious,1,0x509a6962a55b58ddba33c6819a18866589b9f819
19,Good Trader,189475.04885870143,Frequent User,High Value Trader,OG,219,0x779d074444732d9f30da69e4fede8cfa5ea28919
2,Good Trader,78.65416275617191,Regular User,Middle Value Trader,Just there,3,0xe38fd20c3736ac043984885b4bfb796d219eb83e
2,Bad Trader,0.4613287595028785,Regular User,Low Value Trader,Just there,2,0xcdb195ca5bff1665bb71caaf63806e9a8355c1ec
10,Good Trader,5455.0851898686415,Frequent User,Middle Value Trader,OG,75,0x00d2f2bb1796602ddd8e2d711b5c4640ebe46da0
5,Bad Trader,0.0181757231724575,Regular User,Low Value Trader,OG,6,0xd8a10554b6626cfd95412b89c31a21197e1f36dd
2,Good Trader,191.37503155187105,Regular User,Middle Value Trader,Just there,2,0x55980da0a5a8a3f4791c400fa19f753ca6621ca9
3,Good Trader,47841.0595,Regular User,Middle Value Trader,OG,8,0x731fd8dff158d832a5d764dbc3d59a1fb7397c59
4,Good Trader,650.6396314438468,Frequent User,Middle Value Trader,OG,10,0x0833a4fd46ab4640d4c9ef905908aa5ce8ae744a
9,Good Trader,6096.41568754537,Frequent User,Middle Value Trader,OG,25,0x6e230be7cae8e1692acd942412c9ad6fc735493a
1,Bad Trader,344.09867594362936,Occasional User,Middle Value Trader,Unserious,1,0xea0d950ed66a6d3444470c699a2aa5fbf4e305ff
11,Good Trader,494.6735480386634,Frequent User,Middle Value Trader,OG,37,0x50b4b3d27f13e36a171a3d45145a58c5091a542c
10,Good Trader,216.80907687615,Frequent User,Middle Value Trader,OG,58,0x647457a6b29f15652c5c57c07a527134c8a3ecab
1,Bad Trader,35.687564577904254,Regular User,Low Value Trader,Unserious,3,0x91ab79fcb814ab3edc4f3ae9fcba41388221da95
10,Bad Trader,29.42387610660904,Frequent User,Low Value Trader,OG,20,0xb97fbad20ba4340f0728101d8d292be31073d270
1,Bad Trader,3.626324598374034,Occasional User,Low Value Trader,Unserious,1,0xf281844a3ebb6cf689b5195732ef14cff5e9d8a3
1,Bad Trader,2.175175090706466,Occasional User,Low Value Trader,Unserious,1,0x1504a9b8daeb04288087a95cad5a59c87cc0291d
15,Good Trader,6387.226865876268,Frequent User,Middle Value Trader,OG,41,0xd013674144ff6f4753c891a54a35a3d053ff7a1a
28,Good Trader,22056.284402478992,Frequent User,Middle Value Trader,OG,64,0x09cec243b56dcfce6f79665a41bb800333984381
1,Bad Trader,120.00555747795605,Occasional User,Middle Value Trader,Unserious,1,0x814a6f05b7e5d63b3cc5e3dc984ba3b855cb4619
27,Good Trader,182.0784702225104,Frequent User,Middle Value Trader,OG,72,0x7eb6d32a2689adb98fb3f6e7b69c4c475a82880d
7,Good Trader,2641.546950892945,Frequent User,Middle Value Trader,OG,16,0x75d07a47548092e31ca122d3d20baa10cf92c0c2
1,Bad Trader,6305.964826770212,Regular User,Middle Value Trader,Unserious,3,0x9f0ede9f26aff030ed9326caaf1c15db0b467258
15,Good Trader,214.0809162471,Frequent User,Middle Value Trader,OG,39,0x74cd0c7960f22e984b1daf563fc993bc8eef7da2
3,Good Trader,14327.868140586308,Frequent User,Middle Value Trader,OG,14,0xe4225fd873e66ba10903eb0e78e58c986f254f87
1,Bad Trader,18.206719,Occasional User,Low Value Trader,Unserious,1,0xbe87928abbe147d1301e319d3f61f3068209d722
2,Bad Trader,4.570392948466112,Regular User,Low Value Trader,Just there,3,0x2e0e7f8b9081ce17c672bbd625514df53decfe5a
5,Good Trader,3304.971749392932,Frequent User,Middle Value Trader,OG,12,0x0c49f024d37382b7babf29c7635ee75cb391ca10
1,Bad Trader,38.14165436176585,Regular User,Low Value Trader,Unserious,2,0x1be76427d1a2cc651bd28ae9e11c3e8d82e68af6
5,Good Trader,86867.48689427253,Frequent User,High Value Trader,OG,13,0x47bd7178e1f9e5423803eee58484c1bda38128d3
1,Bad Trader,443.34911840115456,Occasional User,Middle Value Trader,Unserious,1,0x8c34fbf55539edd4369a241634fe2b62f9e58f45
48,Good Trader,5210.22065,Frequent User,Middle Value Trader,OG,541,0xe482f04253e7b45fb69064e99dcf36a723c27d1f
53,Good Trader,7570788.299265095,Frequent User,High Value Trader,OG,12993,0x9e3ef83728a399d6f5f757e3fa04f4850bbfb5f0
41,Good Trader,20495.396455224865,Frequent User,Middle Value Trader,OG,112,0x9323fe97992f88efb7d2cf4f6686ce71d0d3b7c1
1,Bad Trader,19.70367400150604,Occasional User,Low Value Trader,Unserious,1,0x0e9871b56ff25af7f18f2195ee2c1889be3f6359
1,Bad Trader,38.72611901147597,Regular User,Low Value Trader,Unserious,2,0xa3c6acd45396110466fd8972875b3e6d33a0b0b8
37,Good Trader,5926637.599437918,Frequent User,High Value Trader,OG,339,0x48398c713a4511bb2c7639825a3a6ffeaf2810be
10,Good Trader,822.528889911622,Frequent User,Middle Value Trader,OG,13,0x009e5449a700cfe74068917aff595a81ffb2023f
4,Bad Trader,36.6823677041025,Frequent User,Low Value Trader,OG,14,0xcf63a4ebe938e69b5b3314be85f8493bffe37e98
19,Good Trader,1613.758382648593,Frequent User,Middle Value Trader,OG,1230,0xbf50147ef47019e95652a5efec9f01c6d8ce116d
16,Good Trader,40287.208000000006,Frequent User,Middle Value Trader,OG,65,0xee3d654cfeb5292d9e8c7ffddc8777d05bcaf653
11,Good Trader,195.5345060271989,Frequent User,Middle Value Trader,OG,26,0x4eefae5658a98512f21934544feee7d0584a812b
7,Good Trader,12489.490372711183,Frequent User,Middle Value Trader,OG,26,0x5439b96ba69b9a9a71cd885b4252085cded0c04c
1,Bad Trader,675.5728464401199,Regular User,Middle Value Trader,Unserious,2,0x976da3fb00289f19ab41d7647405f65dc017ec0d
9,Good Trader,9498.849901182884,Frequent User,Middle Value Trader,OG,39,0x16f383b0fa855faa522ed9cbf4637cb9c3e19d0e
4,Good Trader,1380.1950519384077,Regular User,Middle Value Trader,OG,8,0xd4090b257b33e0fbc46741f789ca13232d8f526a
3,Good Trader,1166.8182617,Frequent User,Middle Value Trader,OG,48,0xbd98d1c9dec38dde8b1e45635c65656fa7de20f4
4,Good Trader,14723.606435877891,Regular User,Middle Value Trader,OG,6,0x90e41337d55b0a5aade67e8e5ac1cf924adf3025
2,Bad Trader,56.75980872873959,Regular User,Low Value Trader,Just there,9,0xb848aa83caec065dc5f9dbde84eebd76f35cf80e
18,Good Trader,11769.40394698434,Frequent User,Middle Value Trader,OG,115,0x510a2f04479b1c3298a58a3e9e1a3ef46e7a4ac1
1,Bad Trader,1164.1321982603563,Regular User,Middle Value Trader,Unserious,6,0xc2121ba1815d4f0c1909d99ad9ebe0ba57cebebd
21,Good Trader,520.4325244725063,Frequent User,Middle Value Trader,OG,52,0x03d8ae5ff8443b9978124c57531083e9a36c91e8
1,Bad Trader,264.8527029238341,Occasional User,Middle Value Trader,Unserious,1,0xc8852f71c5ec75591d501d90076a6382d346be5d
4,Good Trader,923.894145,Frequent User,Middle Value Trader,OG,10,0x93afc0520266a1418aa9c0fd173640c7622d543d
1,Bad Trader,94.01896787008673,Occasional User,Middle Value Trader,Unserious,1,0xbe59a5e1a1a344562db5a3df0ab6bd7d2892bb8b
1,Bad Trader,3983.858801936138,Occasional User,Middle Value Trader,Unserious,1,0xf45010666b8a7ddd5ac07afc6ae375a31e43ba5d
7,Good Trader,852.1891241827894,Frequent User,Middle Value Trader,OG,26,0x15197da897f6476ec9e284140ae695b358a0cc62
1,Bad Trader,42.0286900339014,Occasional User,Low Value Trader,Unserious,1,0xf11b2da906f5f9a626b8da509af1f9f2af67e12e
28,Good Trader,995919.7996552318,Frequent User,High Value Trader,OG,767,0xfe6a8464828bbac56d4ca450a119984201178949
3,Good Trader,1034.29659,Regular User,Middle Value Trader,OG,6,0x87289f22a57684777618623b338b71873da938d2
10,Good Trader,1681.54157668,Frequent User,Middle Value Trader,OG,15,0x1670cefc1ed7c6a2f7d89fc134cec2b014493c4a
1,Bad Trader,2.127833664416208,Occasional User,Low Value Trader,Unserious,1,0xa0646d82d1f2b4406b94a5c3e83cf1ba7e236e03
6,Good Trader,59620.55406865617,Frequent User,Middle Value Trader,OG,18,0xab1a31848a893e4b5c17251a8c71187b5a8145fc
33,Good Trader,34489593.55500144,Frequent User,High Value Trader,OG,7278,0xebaba1d649be1e293a8a9e37b0f59f166b025d1f
9,Good Trader,225.52587689183792,Frequent User,Middle Value Trader,OG,29,0x43a7d845c8404fb4439dd0308b68f1c0d4ff2976
18,Good Trader,1034.555334030587,Frequent User,Middle Value Trader,OG,44,0x1cb32f47e93f2d398e68d353f62b40cdd4b7f74e
5,Good Trader,191.2838253567109,Regular User,Middle Value Trader,OG,5,0x513f897cc7e7f1748504831d8d95b3f1687184dc
4,Good Trader,602.5820222709211,Regular User,Middle Value Trader,OG,7,0xbc81c8618d132f1deeb0d040ed9523b7d3261c4e
5,Good Trader,2207.5085478227006,Frequent User,Middle Value Trader,OG,12,0x195e1cb8f262173eba1e1f2e4890cf912200f0c2
3,Bad Trader,0.0124711293571015,Regular User,Low Value Trader,OG,3,0x21b5d5edf36cee4f580d0bdcec2cb4e8a6cee882
3,Good Trader,8828.351541217398,Regular User,Middle Value Trader,OG,5,0xaaa849eb7a877b53a897a786b4756610cad61a45
1,Bad Trader,534.5667464553114,Regular User,Middle Value Trader,Unserious,4,0x9a5fbb74c199fac85b71011eccd8e22faba6e6ba
3,Good Trader,25211.70901344698,Regular User,Middle Value Trader,OG,4,0xba6bb5d0adefdc50d17d9bcafe6ef86639b1cfe6
5,Good Trader,2692.2451096938776,Frequent User,Middle Value Trader,OG,15,0xc1881f25763f20d51ef3651f91dc2e4874b406d2
2,Good Trader,712.0546033534749,Regular User,Middle Value Trader,Just there,4,0xc1bdbf49bb5d21960d0acbe9f20421cc7475a477
1,Bad Trader,328.5344337,Occasional User,Middle Value Trader,Unserious,1,0x35cb9f26d3cfe7bf384d6a84ceeeb18239a04dd7
5,Good Trader,72.13722235703307,Regular User,Middle Value Trader,OG,8,0x26ebfd01904f5277e51e18bad88cb2057bd13c71
1,Bad Trader,13.633830383112423,Occasional User,Low Value Trader,Unserious,1,0xf32caeef643b61beaae245e9705a51784638261c
1,Bad Trader,34.2053891,Occasional User,Low Value Trader,Unserious,1,0x25236632a6a7088666119ac226c1656a30c2496e
19,Good Trader,2540.4183660000003,Frequent User,Middle Value Trader,OG,60,0xf0d92e2b30a2c99ef515a02cd28eff8d21b42f9f
20,Good Trader,21915.4778683973,Frequent User,Middle Value Trader,OG,109,0x482b7c7c539d62a4878a3de07e3a8eef779915c8
24,Good Trader,28614.929599090632,Frequent User,Middle Value Trader,OG,236,0x9695c7cee3130afc1cf39be5403a2e2b8baa2949
1,Bad Trader,24.78039296961701,Occasional User,Low Value Trader,Unserious,1,0xe05c8cd4292fab0b42881f83ad30130edd0b7f26
2,Bad Trader,0.7508141014,Regular User,Low Value Trader,Just there,3,0x73e172e70ef5d3bb567ac3746d2982aaa1be1ef9
1,Bad Trader,1519.189939095,Occasional User,Middle Value Trader,Unserious,1,0xba8db6dbbf44f907ea187d05ed2fe59d50e29e3a
19,Good Trader,1007.818135392965,Frequent User,Middle Value Trader,OG,53,0x676c9ed2d42e7d123fadd53ddd80ccdc372a3110
3,Good Trader,3161.6142849774005,Regular User,Middle Value Trader,OG,4,0x97a31951ec177c7708e668bd03e1d11a4cfb592e
21,Good Trader,1887.3424737491928,Frequent User,Middle Value Trader,OG,47,0x3746b63045fc445816d7a0e31016baefd11dfbc8
22,Good Trader,10893.62003566931,Frequent User,Middle Value Trader,OG,128,0xc1e76255dbcaf7d9455f44eb88000379cf2cf0fa
28,Good Trader,4172.3214539,Frequent User,Middle Value Trader,OG,90,0x50945e40ec2b2ab1010d0a533bbea25b585c1794
1,Bad Trader,3.87377e-07,Occasional User,Low Value Trader,Unserious,1,0x2a250161b6ab2335c643e86174274919983d576a
2,Bad Trader,0.2765130944607399,Regular User,Low Value Trader,Just there,2,0xac5681b82b267a67fd6edd138fb41946e6fc8c8c
1,Bad Trader,4.292743858502993,Occasional User,Low Value Trader,Unserious,1,0xc189bd98d8edc0d19329a6f3a03cd3b82a4fd45e
