active_weeks,target_variable,total_volume,trader_activity_status,trader_volume_status,trader_weekly_frequency_status,tx_count_365d,wallet
1,Bad Trader,0.0061205565999999,Occasional User,Low Value Trader,Unserious,1,0x1ab51a1c90bd8752b5815bc8322a0cd5d48e0821
4,Bad Trader,5.769488443751504,Regular User,Low Value Trader,OG,5,0x8a0503e19d10775906e395bd206eb1e6a47af156
1,Bad Trader,0.000387377,Occasional User,Low Value Trader,Unserious,1,0xb9a4b49838cde2a4005fea90ef68dbc7286f5e28
1,Bad Trader,0.0634883843588508,Occasional User,Low Value Trader,Unserious,1,0x5973416e6893e1780ebfe9070199a13b4d14357c
1,Bad Trader,39.68118026752263,Occasional User,Low Value Trader,Unserious,1,0x5a45f55cf5ac82ef6f3305c212542894f5adba90
8,Good Trader,8171.495171482781,Regular User,Middle Value Trader,OG,8,0x239fbbbbe5485b3fda8ec146ead610937803c7af
3,Bad Trader,0.0783171799050182,Regular User,Low Value Trader,OG,4,0x94081e938d5ecc3547012d45412789fc57d9536f
3,Good Trader,14327.868140586308,Frequent User,Middle Value Trader,OG,14,0xe4225fd873e66ba10903eb0e78e58c986f254f87
1,Bad Trader,102.50223972435424,Occasional User,Middle Value Trader,Unserious,1,0x7f35a645f6ef0e289f5b7386208fdc0b97c28f4a
18,Good Trader,2005.06050322639,Frequent User,Middle Value Trader,OG,34,0x17c50db51f2128933487bc143894e8d48b78137c
4,Good Trader,193.6885,Frequent User,Middle Value Trader,OG,11,0xd7d10cb58b0ee90ff6195f4ba974a7d6377f170f
1,Bad Trader,2376.914599536165,Regular User,Middle Value Trader,Unserious,5,0xd09851099f18544f0bde42f32180e4a7ec8ba0f5
13,Good Trader,10543.434280265708,Frequent User,Middle Value Trader,OG,50,0x4948aef25732cea38079d332f24463925e00d7ee
1,Bad Trader,812.7110700877805,Occasional User,Middle Value Trader,Unserious,1,0x6b6250bede003cca1bd92b165484b3a84f7d94c1
2,Good Trader,599.3155567515159,Regular User,Middle Value Trader,Just there,2,0x224641c4ecaaa3793ef5fd8445c3c510cf3ed0c4
5,Bad Trader,38.52698559546208,Frequent User,Low Value Trader,OG,12,0xd413d0e580ad380f7083f0d0221346d12fff14a3
1,Bad Trader,5229.3337924423,Occasional User,Middle Value Trader,Unserious,1,0x6ed47c5dd6e625da07b47589e125ad841cf69e13
4,Good Trader,154.176046,Frequent User,Middle Value Trader,OG,10,0x5fabf7cbdfc85063fae7c0ea050fa5aaf50d1514
2,Bad Trader,0.1617383512952601,Regular User,Low Value Trader,Just there,3,0x7805f1d47f59b5ea6c405912d2bbcec1731f5c45
1,Bad Trader,0.01162131,Regular User,Low Value Trader,Unserious,3,0x552a7b5065001f30492aa66ad1112e51223cc76e
2,Bad Trader,11.590698192009578,Regular User,Low Value Trader,Just there,2,0xcc4487c65657e2fa05748dfbd574d4e094637d91
2,Bad Trader,1.1595735605121364,Regular User,Low Value Trader,Just there,2,0x248519d3134befe2011f56b50802fc2a7f2b2e37
29,Good Trader,43109.45779529805,Frequent User,Middle Value Trader,OG,133,0x5ee17d1d39cc2be73470eb985ee0ae1f245edd11
2,Bad Trader,6.4330923636,Regular User,Low Value Trader,Just there,2,0x5b993b34e7a928ac958fbd4003bb30be4b894011
6,Good Trader,12164.659973855823,Regular User,Middle Value Trader,OG,9,0xbaa700f02521f0248eaa683dcbe02ff1fc4f6ca9
5,Good Trader,12100.202484458265,Frequent User,Middle Value Trader,OG,10,0x9f9cdb20f987736327d0f142ebdfdb9dbe5f0161
2,Good Trader,1154.553162831893,Regular User,Middle Value Trader,Just there,5,0xe1256b942d70f269ae19c83383027093d42f4382
3,Bad Trader,2.2855243,Regular User,Low Value Trader,OG,5,0x5d9cf19cb68dfce9b6c0e4ea225ac92d10e3779d
31,Good Trader,22511.279573273227,Frequent User,Middle Value Trader,OG,176,0x5205028229386b7761956f857be31ec4602a8345
22,Good Trader,3747.23646729337,Frequent User,Middle Value Trader,OG,75,0xf15c29a5787fae644f973fce1cceee11c8c28745
1,Bad Trader,4.565411468743801,Occasional User,Low Value Trader,Unserious,1,0x422392713f4ecaba7d30d53b8d4fcc8181b007fb
4,Bad Trader,69.83291583368592,Regular User,Low Value Trader,OG,8,0x2a91a9a5f8664ea79528b5469bcce2d81cb52dcf
5,Good Trader,12772.981821,Regular User,Middle Value Trader,OG,7,0xbe93288dc1a2f982646d6ba1894e0fbea1951152
1,Bad Trader,610.5278838497001,Occasional User,Middle Value Trader,Unserious,1,0xcae2d7f40d3b6a201392c61bd174ca5ca6c0bc27
2,Bad Trader,31.72230253,Regular User,Low Value Trader,Just there,2,0x1da9a49847dd5ccfbb5a66d67bf70669d3272252
5,Bad Trader,41.862324474193535,Regular User,Low Value Trader,OG,5,0xc9ac24218dfb577001fdf6703b3f8d98416aba64
2,Bad Trader,37.65687922884495,Regular User,Low Value Trader,Just there,3,0x45cd19554be64b79b7610b13591034fe35ceac21
1,Bad Trader,12.528230567440492,Regular User,Low Value Trader,Unserious,2,0x764b665c2dc03405114366bd6d808e9938b015b3
27,Good Trader,119867.81789239192,Frequent User,High Value Trader,OG,64,0x8f2cd3b5b91891824024783c013bc3b621404b78
48,Good Trader,323263.6998736224,Frequent User,High Value Trader,OG,328,0x8b97066ffe92e889bd53d4dce2b13461b8ea7ea2
1,Bad Trader,26.7954481555,Occasional User,Low Value Trader,Unserious,1,0x093c14d68810d6a85e8531df8c45275823f718a2
2,Bad Trader,11.120332462855137,Regular User,Low Value Trader,Just there,5,0x816beada839b31555757bc15d4853ee4e8fcf151
1,Bad Trader,67.69636486388673,Regular User,Low Value Trader,Unserious,2,0x19d83bcedea2cba32bfca0f55c4a026e79b92c19
1,Bad Trader,19.19490407201828,Regular User,Low Value Trader,Unserious,2,0xfdb61cf3af06b0554f0c1c6dd366f187058b622a
2,Good Trader,78.65416275617191,Regular User,Middle Value Trader,Just there,3,0xe38fd20c3736ac043984885b4bfb796d219eb83e
13,Bad Trader,21.9154342243536,Frequent User,Low Value Trader,OG,76,0x5ebceba45d659cb7783d49cf20bf4346c424a960
1,Bad Trader,35.17804061615791,Occasional User,Low Value Trader,Unserious,1,0x118c4ea966717a907ce83ca40236aa923df83469
2,Good Trader,712.0546033534749,Regular User,Middle Value Trader,Just there,4,0xc1bdbf49bb5d21960d0acbe9f20421cc7475a477
25,Good Trader,227.5865684864285,Frequent User,Middle Value Trader,OG,28,0xa08a450e893f22d62929cfa0ac8dad78e3cb408f
2,Bad Trader,46.87732267768716,Regular User,Low Value Trader,Just there,6,0x1fc98fd56975fdea60d5b6ac45a87a31142f68e9
1,Bad Trader,11.811876916227964,Occasional User,Low Value Trader,Unserious,1,0x33e8be5065368ce388f7d1c9e164b354510ecf0a
17,Good Trader,105334.92658679212,Frequent User,High Value Trader,OG,145,0x2d769db6f25e76023d20dbda481ff8561049e0a0
5,Good Trader,1134.802364548215,Frequent User,Middle Value Trader,OG,10,0xc23299d49f0f2c1a3cf4530000f5bbf60958297a
13,Good Trader,1551.5365168391536,Frequent User,Middle Value Trader,OG,23,0xcac6a5e4bf4f0045ccab38ec0e824a72027426c7
1,Bad Trader,3.9036367667,Occasional User,Low Value Trader,Unserious,1,0x642fb653b7f9f1edbca9e59f115fe8af0f068403
4,Bad Trader,0.1045956637699999,Frequent User,Low Value Trader,OG,29,0x287b24257ffbbf3585c58156b53150654df5dbd1
5,Good Trader,2431.369026451515,Regular User,Middle Value Trader,OG,5,0x10eb5c394429ac5d58484f97ac63e75f54514389
8,Good Trader,14506.942349619418,Frequent User,Middle Value Trader,OG,57,0xd5162d134a87edbbd0222d1fcb1f7cdddc33b9a7
53,Good Trader,7570788.299265095,Frequent User,High Value Trader,OG,12993,0x9e3ef83728a399d6f5f757e3fa04f4850bbfb5f0
15,Good Trader,6392.05060510484,Frequent User,Middle Value Trader,OG,37,0x2a1c77a684426fe6ced7a3fca5878fed76fdd1a3
28,Good Trader,103.06305310131246,Frequent User,Middle Value Trader,OG,72,0xc04c3516b6a3464f1ea997901881c892cbc0587e
14,Good Trader,73947.40841148519,Frequent User,High Value Trader,OG,18,0x7df40e08dff3458f016366e83fd6594e24729ab8
5,Bad Trader,65.36778942651189,Frequent User,Low Value Trader,OG,12,0x94080f7df59daf3aec8f2aab93fe54c144a8329b
11,Good Trader,21761.11574089244,Frequent User,Middle Value Trader,OG,59,0x0d6e1d2637b008a0d74ab5241cca6ae2e25abdc3
4,Bad Trader,35.25130700003495,Regular User,Low Value Trader,OG,8,0x9be77bfa4c12e75ae148c370142a07b9cf2feb8d
5,Good Trader,19460.555362032603,Regular User,Middle Value Trader,OG,9,0x675dc03c801ab23d96ce21ee8610ae72db9bced1
2,Good Trader,161.536209,Regular User,Middle Value Trader,Just there,2,0x780c8200d4635fcd0e168925981edf162a70a77a
16,Good Trader,40287.208000000006,Frequent User,Middle Value Trader,OG,65,0xee3d654cfeb5292d9e8c7ffddc8777d05bcaf653
18,Good Trader,73.69906015752824,Frequent User,Middle Value Trader,OG,39,0x74d63c004e1c9ec891b2b27b1645f6fe146cf2eb
4,Good Trader,5010.88463423912,Regular User,Middle Value Trader,OG,6,0x39f71cec86bd3ba12304faa74754ef14824a3981
1,Bad Trader,86.19144068028028,Occasional User,Middle Value Trader,Unserious,1,0x49d04453df1ea9104111e8f1693f7381a5418e6f
1,Bad Trader,20.589053434019444,Regular User,Low Value Trader,Unserious,2,0x3ddd3c44ad1ca4369078d6cfa19dabce6d66d284
2,Good Trader,90.4101590436709,Regular User,Middle Value Trader,Just there,6,0xe50d16986a97af98f9ef25f887487afce331d471
2,Good Trader,391.77511238718296,Regular User,Middle Value Trader,Just there,4,0x0d76aab00744384ce49637c194d8c65ba1a6789f
18,Good Trader,177612.5139312085,Frequent User,High Value Trader,OG,90,0xf16006551339b937ae5fa4673341413f9c5beeb4
4,Good Trader,331.71944739400004,Regular User,Middle Value Trader,OG,5,0xe22476ec67859060066a9f6dd688e59ca93a0d1e
1,Bad Trader,0.00774754,Regular User,Low Value Trader,Unserious,2,0xa2be76d5ba1bd797bb43949435bbc8879e5c7495
7,Good Trader,5117.213526250606,Frequent User,Middle Value Trader,OG,154,0xe58e55d9780bf6a4c660c889396fa73717200f70
12,Good Trader,2483.3787324541418,Frequent User,Middle Value Trader,OG,36,0x1e53c9f721507fa837690c65ddff4ddbde2b1a99
8,Good Trader,109.523498894137,Frequent User,Middle Value Trader,OG,17,0x1d0516fc11c2925e2a5c4e49e16583d87d15ae35
19,Good Trader,6948.070682293183,Frequent User,Middle Value Trader,OG,54,0x18741fd728aacd6e052103facd4335c37bca766b
1,Bad Trader,4.112658627779214,Occasional User,Low Value Trader,Unserious,1,0xbc46155745c33bc80b6d39fdd3d57d011a9efa8b
1,Bad Trader,2.31042489356,Occasional User,Low Value Trader,Unserious,1,0x36403d0e99bd65117e81e888e4b0c23188633093
5,Good Trader,96.5733572639,Regular User,Middle Value Trader,OG,5,0x162406154d68fc8b794798adc8f5cd77c08e5fb7
20,Good Trader,21915.4778683973,Frequent User,Middle Value Trader,OG,109,0x482b7c7c539d62a4878a3de07e3a8eef779915c8
5,Good Trader,256.6661713775271,Regular User,Middle Value Trader,OG,9,0xfd1b812a446b25abbc970352674a993cf45bdf2d
14,Good Trader,10141.124399904822,Frequent User,Middle Value Trader,OG,17,0xf253b4092504b82514aa6091b38d6f37281d5caf
1,Bad Trader,29.11912909,Occasional User,Low Value Trader,Unserious,1,0x57907a8e2e6bfed601b395c3787f0a6a3ccca14f
6,Bad Trader,2.9948921143189176,Frequent User,Low Value Trader,OG,12,0xd4480f860213c17f293316743d972d202a0bd471
3,Bad Trader,0.3384398386714307,Frequent User,Low Value Trader,OG,13,0xc75ded4efedb95019a3f328435f6a8b1611dc3ec
4,Bad Trader,63.917205,Frequent User,Low Value Trader,OG,21,0x6ad52c3c7569fd3687f2466804a468a3c13fea33
1,Bad Trader,7.916775257292991,Occasional User,Low Value Trader,Unserious,1,0xd57493e54358944655dc23e27e975d1aceb0884e
10,Good Trader,5455.0851898686415,Frequent User,Middle Value Trader,OG,75,0x00d2f2bb1796602ddd8e2d711b5c4640ebe46da0
1,Bad Trader,3.87377e-07,Occasional User,Low Value Trader,Unserious,1,0x9818919ee8082662dfb1d8569bb785c0df9fadbc
5,Good Trader,2207.5085478227006,Frequent User,Middle Value Trader,OG,12,0x195e1cb8f262173eba1e1f2e4890cf912200f0c2
1,Bad Trader,3.87377e-07,Occasional User,Low Value Trader,Unserious,1,0x47374f756ce0223131b700f369bc8955b1990173
10,Good Trader,581572.2628072159,Frequent User,High Value Trader,OG,220,0xe64c5783174f5fac6b36724b509d964044670be7
3,Good Trader,415.3937231870028,Frequent User,Middle Value Trader,OG,12,0x0adaa09dc708f5486f5075cc0c25010eecc3db44
2,Bad Trader,38.84421002882896,Regular User,Low Value Trader,Just there,4,0x45c3b96035c5ef60222dcb8bb67d451285595813
1,Bad Trader,59.22770802071083,Regular User,Low Value Trader,Unserious,5,0x5a6955a7d3a136ea1bce74a9c776cf204f70cf7e
1,Bad Trader,9.740697159339,Regular User,Low Value Trader,Unserious,4,0x60a84edc52fab114d4530f727348ae305d995111
1,Bad Trader,11.544954030584368,Regular User,Low Value Trader,Unserious,2,0xf2e0a7fe0550e15a8fb0cfade335abb594d3a230
15,Good Trader,2948.3679247855944,Frequent User,Middle Value Trader,OG,71,0x393dad74e6d383ad4af257ad6bc5b0a167c504e5
18,Good Trader,86291.40102453473,Frequent User,High Value Trader,OG,294,0xb1b6286423efa8a13f3de2ec6a04edac0e9fe7ee
2,Good Trader,125.6036074365,Frequent User,Middle Value Trader,Just there,17,0x8df7d3e3615469a2914152cd599f8436af4a169f
5,Good Trader,3304.971749392932,Frequent User,Middle Value Trader,OG,12,0x0c49f024d37382b7babf29c7635ee75cb391ca10
2,Bad Trader,40.90420804168336,Regular User,Low Value Trader,Just there,2,0x1b644567159b41ab36bab9873554a28893aed9dd
10,Good Trader,1954.467485481736,Frequent User,Middle Value Trader,OG,25,0xe1dac6984cd5e3ca8af599d1cf6952a65c11647b
8,Bad Trader,0.023244944262,Frequent User,Low Value Trader,OG,13,0xa50ecf842317a86f9e9471d4656452eac8e2b185
2,Good Trader,1512.9007130656018,Regular User,Middle Value Trader,Just there,4,0x446f6a2d5c36e3537b6f2a66e907801395ae4e39
1,Bad Trader,137.447170255,Occasional User,Middle Value Trader,Unserious,1,0xa70bbb56b238cf1e05302177ea06ef60c8f15959
18,Good Trader,177930.94356009745,Frequent User,High Value Trader,OG,210,0xce1969be85d75168c9acfcb5a6a27378cbeb971e
2,Good Trader,3113.480019917341,Frequent User,Middle Value Trader,Just there,54,0xe6d60e541da4367b2ca503456b1d00b872750b0f
1,Bad Trader,595.1557573095,Occasional User,Middle Value Trader,Unserious,1,0x8799f2a43b56c1f6132a572d37906ed494591492
14,Good Trader,3977.179788015281,Frequent User,Middle Value Trader,OG,17,0x2e621b46e93ba65fda6ff55511c403a59f04bebb
2,Bad Trader,13.1320803,Regular User,Low Value Trader,Just there,6,0xaf188ffd5769626bfcaa1ae779e215d3b069a18f
1,Bad Trader,35.98883774340143,Occasional User,Low Value Trader,Unserious,1,0xeaf7115729457470bba7a482570c87666db6dab8
1,Bad Trader,14.879741473527728,Occasional User,Low Value Trader,Unserious,1,0xe304336d0af3befd6b286eb5dace14653c49cf99
27,Good Trader,3478862.8908289475,Frequent User,High Value Trader,OG,151,0xdfc9d476c71eb4d8db97108b287ea32cc9d63af8
1,Bad Trader,1.7937418611779257,Occasional User,Low Value Trader,Unserious,1,0xbf38185966aaa0f07444f10facf221e0620e9017
1,Bad Trader,1778.7897139499014,Occasional User,Middle Value Trader,Unserious,1,0x2e6661879e9c7f8a386b20886bd836905b4ceee0
3,Good Trader,35563.88234654583,Regular User,Middle Value Trader,OG,3,0x960ac8306d0253049bf3ed25a5407fa3236f492a
21,Good Trader,7219.763101127631,Frequent User,Middle Value Trader,OG,57,0x6e8671300f7ef7167cdb70a0337f3dda6d20e7ee
1,Bad Trader,205.65567310805892,Occasional User,Middle Value Trader,Unserious,1,0xa4f2abec165122ae460cdc896949bf726feebfb1
1,Bad Trader,1066.1115694561663,Regular User,Middle Value Trader,Unserious,2,0xaf5a263ba92d66d9fb0c85e62e8706ff55252154
5,Good Trader,11367.677241121524,Regular User,Middle Value Trader,OG,6,0x844439c97fef3238d1196d8d7d80fea007b25dc2
1,Bad Trader,0.516976181864887,Occasional User,Low Value Trader,Unserious,1,0x954974c0a338ab4315496f55a08e45a6da625680
15,Good Trader,1571.942715859127,Frequent User,Middle Value Trader,OG,18,0x9dfd3269eae8c8a14d1fba36132995c2da0e2f34
1,Bad Trader,11.72042658227019,Occasional User,Low Value Trader,Unserious,1,0xad7c83f16d66ab98eb6b1d3a8faaeab79eb2a12d
8,Good Trader,196.79493659415692,Frequent User,Middle Value Trader,OG,18,0xe8a9196e10ad34970bca3df21516aa6a142a8903
1,Bad Trader,0.1245748120984115,Regular User,Low Value Trader,Unserious,2,0x9e2ef5cc1c5280405ec29b8536ca33391fc5a293
1,Bad Trader,55.79956617154865,Regular User,Low Value Trader,Unserious,2,0xbbeb8768ddb1e79523701732e69830c20bf781d3
12,Good Trader,410.7225380990481,Frequent User,Middle Value Trader,OG,22,0xc083af47f6f6e959ab73bc467624baa6fbcd14a7
2,Bad Trader,4.836188960477849,Regular User,Low Value Trader,Just there,2,0x3829e3f0e37c692780d443f7a54773f39e47651e
6,Good Trader,593.9276574869494,Regular User,Middle Value Trader,OG,7,0x8d4cca4176b882a677329d986cf83651357a3498
10,Good Trader,420.89626848743086,Frequent User,Middle Value Trader,OG,18,0xa9688f2d118651889956feb197b66f73150d040a
16,Good Trader,3071.642174182628,Frequent User,Middle Value Trader,OG,30,0x093fbdc423573cb4c170c6f30b336f2f2afeeb44
1,Bad Trader,19.55845483364632,Occasional User,Low Value Trader,Unserious,1,0xaa9bea4450c7e7bf1a23e7db92cd0621c3262a58
2,Bad Trader,37.6553090208989,Regular User,Low Value Trader,Just there,2,0x8959c836977ac6bef95ac5266a22e2bffc3044bd
10,Good Trader,429815.3773617516,Frequent User,High Value Trader,OG,21,0x8db4be55a7b15b53ed5af6e13d9f243120abb185
8,Good Trader,1083400.111143,Frequent User,High Value Trader,OG,50,0xe6b0860b79c4689a12d34b9cdfae2fd56b27720e
31,Good Trader,8413.358682915154,Frequent User,Middle Value Trader,OG,95,0x1c39e78f89eeb1096bd864c7cbfb062a291d239b
31,Good Trader,1202.34134860314,Frequent User,Middle Value Trader,OG,44,0x675d0b3ccd033fe66c42f1d518ec674c20ca34ec
2,Bad Trader,12.535817924314136,Regular User,Low Value Trader,Just there,2,0xe0c05307a8a55938ea0eadcf271d3a25387e5d81
1,Bad Trader,274.33866182117674,Occasional User,Middle Value Trader,Unserious,1,0x2c153077c963059db6bb27869e8b2bc550f7b9de
1,Bad Trader,5.734015888208899,Regular User,Low Value Trader,Unserious,2,0x56744154d58b37e5566091c9e514d9256cb90345
3,Good Trader,3161.6142849774005,Regular User,Middle Value Trader,OG,4,0x97a31951ec177c7708e668bd03e1d11a4cfb592e
3,Good Trader,216.93112,Frequent User,Middle Value Trader,OG,16,0xefec47c5d0adf9769ffaaee735def547a40a1e3a
8,Good Trader,1004.37687273787,Frequent User,Middle Value Trader,OG,18,0x88c06c10144a9995f6d8b720d2f4f26b17e99fb3
15,Good Trader,643.0845577,Frequent User,Middle Value Trader,OG,44,0xb4946b4e985de221ef044733ea8673f1846499d8
1,Bad Trader,152.67756800456127,Occasional User,Middle Value Trader,Unserious,1,0x460242da6d9917762c15a5d59ff0d3feb47f267f
1,Bad Trader,92.61587643371092,Occasional User,Middle Value Trader,Unserious,1,0x2ac475efd8905d6bb70f084d8326f2b40d135339
2,Good Trader,1740.8951935667317,Regular User,Middle Value Trader,Just there,9,0xad6048f3dc929b823633ed8499b89e8b2b58cf89
7,Bad Trader,0.2224818829478919,Regular User,Low Value Trader,OG,9,0x39ef0ea39701fd11a1c9fceea0cea534d274d66a
7,Good Trader,2157.302513,Frequent User,Middle Value Trader,OG,19,0x2f2519c3d329b87c744ff449c6a901a0fdaa82f1
10,Good Trader,5018.469035,Frequent User,Middle Value Trader,OG,20,0xa9eb4d0225bfe91bab99183cd26e3f55ca95fa97
1,Bad Trader,534.5667464553114,Regular User,Middle Value Trader,Unserious,4,0x9a5fbb74c199fac85b71011eccd8e22faba6e6ba
2,Bad Trader,21.79408114525056,Regular User,Low Value Trader,Just there,3,0xf54402b7f8c63120936842fb05265799244b9b93
4,Bad Trader,39.05396361130996,Regular User,Low Value Trader,OG,7,0x8d476a74a4d3e54fe08d3697070d83e2530ead49
10,Good Trader,87214.23122298611,Frequent User,High Value Trader,OG,44,0xb0f49f17c3f77b7d94b2e2b6779449efdd597a4d
2,Bad Trader,5.3673266043811685,Regular User,Low Value Trader,Just there,3,0x4ef0bf07e8b698c2c8033de392ff270b7fdbd14b
1,Bad Trader,104.99071286617038,Occasional User,Middle Value Trader,Unserious,1,0xca9123fd85543b8120a2629130a17f1ab46d0e1c
1,Bad Trader,12782.201274425684,Regular User,Middle Value Trader,Unserious,3,0x14f22377ed9255053bed8872acfb307f652fdab8
3,Good Trader,7728.171150000001,Regular User,Middle Value Trader,OG,6,0x1a98160cbc41fbb5b0733ee049fc414bfa503ef0
